seqnames	start	end	width	strand	refGenome	reads	patient	GTSP	cellType	timePoint	timePointDays	timePointMonths	posid	estAbund	relAbund	inFeature	nearestFeature	nearestFeatureStrand	inFeatureExon	inFeatureSameOrt	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist	nearestOncoFeatureStrand	nearestlymphomaFeature	nearestlymphomaFeatureDist	nearestlymphomaFeatureStrand
chr1	112960937	112960937	1	-	hg38	116	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1-112960937	1	0.9345794392523363	TRUE	SLC16A1-AS1	+	FALSE	FALSE	-0	SLC16A1	-4583	-	PBX1	-51598421	+
chr1	77874120	77874120	1	-	hg38	56	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1-77874120	1	0.9345794392523363	TRUE	MIGA1	+	FALSE	FALSE	-0	FUBP1	69929	-	STIL	-30559972	-
chr1	90966946	90966946	1	-	hg38	765	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1-90966946	1	0.9345794392523363	TRUE	ZNF644	-	FALSE	TRUE	-0	TGFBR3	713395	-	STIL	-43652798	-
chr1	149754562	149754562	1	+	hg38	63	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1+149754562	1	0.9345794392523363	FALSE	HIST2H2BF	-	FALSE	FALSE	28125	APH1A	510835	-	PBX1	-14804796	+
chr1	1821016	1821016	1	+	hg38	54	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1+1821016	1	0.9345794392523363	TRUE	GNB1	-	FALSE	FALSE	-0	CDK11A	-96450	-	LCK	-30430221	+
chr1	199254788	199254788	1	+	hg38	300	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1+199254788	1	0.9345794392523363	TRUE	LOC400800	+	FALSE	TRUE	0	ZNF281	1150157	-	PBX1	34368740	+
chr1	52765750	52765750	1	+	hg38	582	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1+52765750	1	0.9345794392523363	TRUE	ZYG11B	+	FALSE	TRUE	0	EPS15	-1246426	-	STIL	-5451602	-
chr1	59554145	59554145	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1+59554145	1	0.9345794392523363	TRUE	FGGY	+	TRUE	TRUE	-0	JUN	-770031	-	STIL	-12239997	-
chr1	77708224	77708224	1	+	hg38	210	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1+77708224	1	0.9345794392523363	TRUE	USP33	-	FALSE	FALSE	-0	FUBP1	235825	-	STIL	-30394076	-
chr1	77709722	77709722	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr1+77709722	1	0.9345794392523363	TRUE	USP33	-	FALSE	FALSE	-0	FUBP1	234327	-	STIL	-30395574	-
chr10	112660292	112660292	1	-	hg38	4	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr10-112660292	1	0.9345794392523363	TRUE	VTI1A	+	FALSE	FALSE	-0	VTI1A	-0	+	NFKB2	10257762	+
chr10	50886312	50886312	1	-	hg38	425	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr10-50886312	1	0.9345794392523363	FALSE	A1CF	-	FALSE	TRUE	-636	SGMS1	-262334	-	BMI1	28554826	+
chr10	92954494	92954494	1	+	hg38	12	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr10+92954494	1	0.9345794392523363	TRUE	EXOC6	+	FALSE	TRUE	-0	HHEX	258842	+	TLX1	-8176808	+
chr10	95589990	95589990	1	+	hg38	7	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr10+95589990	1	0.9345794392523363	FALSE	ALDH18A1	-	FALSE	FALSE	15937	FRAT1	-1729273	+	TLX1	-5541312	+
chr11	116937591	116937591	1	-	hg38	293	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr11-116937591	1	0.9345794392523363	TRUE	SIK3	-	FALSE	TRUE	-0	SIK3	-0	-	PICALM	-30867709	-
chr11	14318840	14318840	1	-	hg38	130	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr11-14318840	1	0.9345794392523363	TRUE	RRAS2	-	FALSE	TRUE	-0	RRAS2	-0	-	LMO1	-6050204	-
chr11	69084806	69084806	1	-	hg38	54	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr11-69084806	1	0.9345794392523363	TRUE	TPCN2	+	FALSE	FALSE	-0	MYEOV	-209330	+	CCND1	-556297	+
chr11	46972990	46972990	1	+	hg38	25	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr11+46972990	1	0.9345794392523363	TRUE	C11orf49	+	FALSE	TRUE	0	DDB2	-241950	+	LMO2	-13080700	-
chr11	65713973	65713973	1	+	hg38	39	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr11+65713973	1	0.9345794392523363	TRUE	KAT5	+	FALSE	TRUE	0	KAT5	0	+	CCND1	-3927130	+
chr11	92688244	92688244	1	+	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr11+92688244	1	0.9345794392523363	TRUE	FAT3	+	FALSE	TRUE	-0	MRE11	1729054	-	PICALM	-6618362	-
chr12	116227178	116227178	1	-	hg38	172	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr12-116227178	1	0.9345794392523363	TRUE	MED13L	-	FALSE	TRUE	0	PEBP1	-1908704	+	ETV6	104331775	+
chr12	65207517	65207517	1	-	hg38	556	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr12-65207517	1	0.9345794392523363	TRUE	LEMD3	+	FALSE	FALSE	0	WIF1	-85950	-	ETV6	53312114	+
chr12	68716686	68716686	1	-	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr12-68716686	1	0.9345794392523363	TRUE	NUP107	+	FALSE	FALSE	-0	RAP1B	56080	+	ETV6	56821283	+
chr12	9867939	9867939	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr12-9867939	1	0.9345794392523363	TRUE	CLEC2B	-	FALSE	TRUE	0	CD69	-107037	-	ETV6	-1781913	+
chr12	121738420	121738420	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr12+121738420	1	0.9345794392523363	TRUE	TMEM120B	+	FALSE	TRUE	0	RHOF	39332	-	ETV6	109843017	+
chr13	81529165	81529165	1	-	hg38	121	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr13-81529165	1	0.9345794392523363	FALSE	LINC00564	-	FALSE	TRUE	-302181	POU4F1	-2925604	-	CDX2	-53559796	-
chr13	44990742	44990742	1	+	hg38	446	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr13+44990742	1	0.9345794392523363	TRUE	GPALPP1	+	FALSE	TRUE	0	LCP1	1135179	-	CDX2	-17021373	-
chr13	79328324	79328324	1	+	hg38	446	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr13+79328324	1	0.9345794392523363	TRUE	RBM26	-	FALSE	FALSE	-0	POU4F1	-724763	-	CDX2	-51358955	-
chr14	26569717	26569717	1	-	hg38	132	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr14-26569717	1	0.9345794392523363	TRUE	NOVA1	-	FALSE	TRUE	0	FOXG1	-2197353	+	TCL1A	69140248	-
chr14	103560190	103560190	1	+	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr14+103560190	1	0.9345794392523363	TRUE	BAG5	-	TRUE	FALSE	0	XRCC3	137425	-	BCL11B	-4288476	-
chr14	50448916	50448916	1	+	hg38	74	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr14+50448916	1	0.9345794392523363	TRUE	MAP4K5	-	FALSE	FALSE	-0	SAV1	184662	-	TCL1A	45261049	-
chr15	24757283	24757283	1	-	hg38	59	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr15-24757283	1	0.9345794392523363	FALSE	SNRPN,SNHG14	+,+	FALSE	FALSE	66323	NPAP1	73836	+	None.found	Inf	None.found
chr15	25768382	25768382	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr15-25768382	1	0.9345794392523363	TRUE	ATP10A	-	FALSE	TRUE	-0	UBE3A	-329325	-	None.found	Inf	None.found
chr15	23000430	23000430	1	+	hg38	21	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr15+23000430	1	0.9345794392523363	TRUE	TUBGCP5	-	TRUE	FALSE	-0	MKRN3	-564875	+	None.found	Inf	None.found
chr15	50481482	50481482	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr15+50481482	1	0.9345794392523363	TRUE	USP8	+	TRUE	TRUE	-0	GABPB1	-126052	-	None.found	Inf	None.found
chr15	98730409	98730409	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr15+98730409	1	0.9345794392523363	TRUE	IGF1R	+	FALSE	TRUE	0	IGF1R	0	+	None.found	Inf	None.found
chr16	469822	469822	1	+	hg38	20	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr16+469822	1	0.9345794392523363	TRUE	RAB11FIP3	+	FALSE	TRUE	0	AXIN1	-117145	-	None.found	Inf	None.found
chr16	70037093	70037093	1	+	hg38	15	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr16+70037093	1	0.9345794392523363	TRUE	PDXDC2P-NPIPB14P	-	FALSE	FALSE	0	NQO1	-310424	-	None.found	Inf	None.found
chr16	70240752	70240752	1	+	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr16+70240752	1	0.9345794392523363	FALSE	EXOSC6	-	FALSE	FALSE	9477	VAC14	446685	-	None.found	Inf	None.found
chr16	89725430	89725430	1	+	hg38	3	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr16+89725430	1	0.9345794392523363	TRUE	ZNF276	+	FALSE	TRUE	0	FANCA	12117	-	None.found	Inf	None.found
chr17	16019352	16019352	1	-	hg38	338	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr17-16019352	3	2.803738317757009	TRUE	TTC19	+	FALSE	FALSE	-0	NCOR1	10740	-	None.found	Inf	None.found
chr17	39811035	39811035	1	-	hg38	117	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr17-39811035	1	0.9345794392523363	TRUE	IKZF3	-	FALSE	TRUE	0	IKZF3	0	-	None.found	Inf	None.found
chr17	59659832	59659832	1	-	hg38	36	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr17-59659832	1	0.9345794392523363	TRUE	CLTC	+	FALSE	FALSE	-0	CLTC	-0	+	None.found	Inf	None.found
chr17	69254100	69254100	1	-	hg38	4	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr17-69254100	1	0.9345794392523363	TRUE	ABCA5	-	FALSE	TRUE	-0	PRKAR1A	702783	+	None.found	Inf	None.found
chr17	8119231	8119231	1	-	hg38	3	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr17-8119231	1	0.9345794392523363	FALSE	ALOXE3	-	FALSE	TRUE	-314	PER1	21237	-	None.found	Inf	None.found
chr17	67889037	67889037	1	+	hg38	246	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr17+67889037	1	0.9345794392523363	TRUE	BPTF	+	FALSE	TRUE	0	PRKAR1A	-524584	+	None.found	Inf	None.found
chr17	73007247	73007247	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr17+73007247	1	0.9345794392523363	TRUE	SLC39A11	-	FALSE	FALSE	0	SSTR2	-157772	+	None.found	Inf	None.found
chr17	77536143	77536143	1	+	hg38	3	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr17+77536143	1	0.9345794392523363	TRUE	LOC400622	+	FALSE	TRUE	-0	SEPT9	35546	+	None.found	Inf	None.found
chr18	10532460	10532460	1	+	hg38	21	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr18+10532460	1	0.9345794392523363	TRUE	NAPG	+	FALSE	TRUE	0	MPPE1	1351009	-	BCL2	52590884	-
chr19	19426871	19426871	1	-	hg38	52	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr19-19426871	1	0.9345794392523363	TRUE	GATAD2A	+	FALSE	FALSE	0	BORCS8-MEF2B	-234279	-	JUND	-1145214	-
chr19	19794841	19794841	1	-	hg38	199	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr19-19794841	1	0.9345794392523363	TRUE	ZNF56,ZNF506	+,-	TRUE	FALSE	-0	BORCS8-MEF2B	-602249	-	JUND	-1513184	-
chr19	4022550	4022550	1	-	hg38	5	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr19-4022550	1	0.9345794392523363	TRUE	PIAS4	+	FALSE	FALSE	0	MATK	-220737	-	TCF3	-2370220	-
chr19	38148898	38148898	1	+	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr19+38148898	1	0.9345794392523363	TRUE	SIPA1L3	+	FALSE	TRUE	-0	ZNF569	-681439	-	JUND	-19867241	-
chr2	101794642	101794642	1	-	hg38	8	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr2-101794642	1	0.9345794392523363	TRUE	MAP4K4	+	FALSE	FALSE	0	SLC9A2	-824890	+	BCL11A	-41241143	-
chr2	201066929	201066929	1	-	hg38	15	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr2-201066929	1	0.9345794392523363	TRUE	FAM126B	-	FALSE	TRUE	0	CFLAR	-49173	+	BCL11A	-140513430	-
chr2	207596625	207596625	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr2-207596625	1	0.9345794392523363	TRUE	CREB1,METTL21A	+,-	FALSE	FALSE	0	CREB1,METTL21A	0	+,-	BCL11A	-147043126	-
chr2	230485934	230485934	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr2-230485934	1	0.9345794392523363	TRUE	SP100	+	FALSE	FALSE	-0	SP140	172718	+	BCL11A	-169932435	-
chr2	241282159	241282159	1	-	hg38	550	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr2-241282159	1	0.9345794392523363	TRUE	HDLBP	-	FALSE	TRUE	0	HDLBP	0	-	BCL11A	-180728660	-
chr2	15236204	15236204	1	+	hg38	771	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr2+15236204	1	0.9345794392523363	TRUE	NBAS	-	FALSE	FALSE	-0	DDX1	-355415	+	BCL11A	45214961	-
chr2	38657625	38657625	1	+	hg38	164	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr2+38657625	1	0.9345794392523363	FALSE	GALM	+	FALSE	TRUE	-8283	EIF2AK2	-1500577	-	BCL11A	21793540	-
chr2	77293518	77293518	1	+	hg38	7	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr2+77293518	1	0.9345794392523363	TRUE	LRRTM4	-	FALSE	FALSE	0	REG3A	1863486	-	BCL11A	-16740019	-
chr20	53770410	53770410	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr20-53770410	1	0.9345794392523363	FALSE	SUMO1P1	-	FALSE	TRUE	104086	ZNF217	-187312	-	None.found	Inf	None.found
chr20	56917124	56917124	1	-	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr20-56917124	1	0.9345794392523363	FALSE	BMP7	-	FALSE	TRUE	251627	AURKA	-524786	-	None.found	Inf	None.found
chr20	8209329	8209329	1	-	hg38	23	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr20-8209329	1	0.9345794392523363	TRUE	PLCB1	+	FALSE	FALSE	0	PLCB1	0	+	None.found	Inf	None.found
chr20	26676946	26676946	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr20+26676946	1	0.9345794392523363	FALSE	MIR663AHG	-	FALSE	FALSE	-467712	BCL2L1	4987504	-	None.found	Inf	None.found
chr22	17676629	17676629	1	-	hg38	8	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr22-17676629	1	0.9345794392523363	TRUE	BCL2L13	+	FALSE	FALSE	0	BID	57509	-	BCR	-5503734	+
chr22	17666249	17666249	1	+	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr22+17666249	1	0.9345794392523363	TRUE	BCL2L13	+	FALSE	TRUE	0	BID	67889	-	BCR	-5514114	+
chr3	53330058	53330058	1	-	hg38	12	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr3-53330058	1	0.9345794392523363	TRUE	DCP1A	-	FALSE	TRUE	0	PRKCD	137340	+	None.found	Inf	None.found
chr3	152462567	152462567	1	+	hg38	83	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr3+152462567	1	0.9345794392523363	TRUE	MBNL1	+	TRUE	TRUE	-0	RAP2B	-699643	+	None.found	Inf	None.found
chr3	180033600	180033600	1	+	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr3+180033600	1	0.9345794392523363	TRUE	PEX5L	-	FALSE	FALSE	0	PIK3CA	793506	+	None.found	Inf	None.found
chr3	45411096	45411096	1	+	hg38	71	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr3+45411096	1	0.9345794392523363	TRUE	LARS2	+	FALSE	TRUE	0	LIMD1	-183733	+	None.found	Inf	None.found
chr3	49764854	49764854	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr3+49764854	1	0.9345794392523363	TRUE	IP6K1	-	FALSE	FALSE	0	UBA7	40349	-	None.found	Inf	None.found
chr3	51466552	51466552	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr3+51466552	1	0.9345794392523363	TRUE	DCAF1	-	FALSE	FALSE	0	MANF	77154	+	None.found	Inf	None.found
chr3	58783206	58783206	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr3+58783206	1	0.9345794392523363	TRUE	C3orf67	-	FALSE	FALSE	-0	DNASE1L3	-572202	-	None.found	Inf	None.found
chr3	97890281	97890281	1	+	hg38	126	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr3+97890281	1	0.9345794392523363	TRUE	CRYBG3	+	FALSE	TRUE	-0	RIOX2	51534	-	None.found	Inf	None.found
chr4	85537555	85537555	1	-	hg38	10	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr4-85537555	1	0.9345794392523363	TRUE	ARHGAP24	+	FALSE	FALSE	0	MAPK10	474739	-	RAP1GDS1	-12723819	+
chr4	189135370	189135370	1	+	hg38	13	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr4+189135370	1	0.9345794392523363	FALSE	LINC02508	+	FALSE	TRUE	349858	DUX4	-1038402	+	RAP1GDS1	90691508	+
chr4	55533729	55533729	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr4+55533729	1	0.9345794392523363	TRUE	CLOCK	-	FALSE	FALSE	0	KDR	-408133	-	RAP1GDS1	-42727645	+
chr4	71398111	71398111	1	+	hg38	4	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr4+71398111	1	0.9345794392523363	TRUE	SLC4A4	+	FALSE	TRUE	-0	UTP3	707559	+	RAP1GDS1	-26863263	+
chr5	40769585	40769585	1	-	hg38	145	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr5-40769585	1	0.9345794392523363	TRUE	PRKAA1	-	FALSE	TRUE	-0	DAB2	-1344351	-	TLX3	-130539697	+
chr5	43142577	43142577	1	-	hg38	22	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr5-43142577	1	0.9345794392523363	TRUE	ZNF131	+	FALSE	FALSE	0	GHR	420698	+	TLX3	-128166705	+
chr5	91008695	91008695	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr5-91008695	1	0.9345794392523363	TRUE	ADGRV1	+	FALSE	FALSE	-0	MEF2C	-2104589	-	TLX3	-80300587	+
chr6	161117139	161117139	1	-	hg38	24	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr6-161117139	1	0.9345794392523363	TRUE	MAP3K4	+	TRUE	FALSE	-0	IGF2R	1005634	+	NKAIN2	36291498	+
chr6	111420964	111420964	1	+	hg38	6	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr6+111420964	1	0.9345794392523363	TRUE	REV3L	-	FALSE	FALSE	0	FYN	239366	-	NKAIN2	-12382880	+
chr6	127857242	127857242	1	+	hg38	12	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr6+127857242	1	0.9345794392523363	TRUE	THEMIS	-	FALSE	FALSE	0	PTPRK	111535	-	NKAIN2	3031601	+
chr6	13668480	13668480	1	+	hg38	713	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr6+13668480	1	0.9345794392523363	TRUE	RANBP9	-	FALSE	FALSE	0	HIVEP1	1503480	+	BRD2	-19300178	+
chr6	27591811	27591811	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr6+27591811	1	0.9345794392523363	FALSE	LINC01012	+	FALSE	TRUE	-102222	HIST1H1B	274979	-	BRD2	-5376847	+
chr7	94002017	94002017	1	-	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr7-94002017	1	0.9345794392523363	TRUE	BET1	-	FALSE	TRUE	0	COL1A2	-392542	+	None.found	Inf	None.found
chr7	111660156	111660156	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr7+111660156	1	0.9345794392523363	FALSE	DOCK4	-	FALSE	FALSE	65950	NRCAM	-3203758	-	None.found	Inf	None.found
chr7	74629333	74629333	1	+	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr7+74629333	1	0.9345794392523363	FALSE	GTF2IRD1	+	FALSE	TRUE	26727	LIMK1	506807	+	None.found	Inf	None.found
chr8	6504814	6504814	1	-	hg38	28	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr8-6504814	1	0.9345794392523363	TRUE	MCPH1,ANGPT2	+,-	FALSE	FALSE	-0	MCPH1	0	+	MYC	-121230618	+
chr8	144300580	144300580	1	+	hg38	2	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr8+144300580	1	0.9345794392523363	TRUE	HSF1	+	FALSE	TRUE	0	BOP1	-9141	-	MYC	16557628	+
chr9	10944015	10944015	1	-	hg38	1090	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr9-10944015	1	0.9345794392523363	FALSE	PTPRD-AS2	+	FALSE	FALSE	323594	PTPRD	-331291	-	JAK2	5815831	+
chr9	115606344	115606344	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr9-115606344	1	0.9345794392523363	FALSE	LOC101928775	-	FALSE	TRUE	133324	TNC	-488086	-	TAL2	9943231	+
chr9	36664973	36664973	1	-	hg38	21	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr9-36664973	1	0.9345794392523363	TRUE	MELK	+	FALSE	FALSE	-0	PAX5	168300	-	JAK2	31536789	+
chr9	4696391	4696391	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr9-4696391	1	0.9345794392523363	TRUE	CDC37L1	+	FALSE	FALSE	-0	JAK2	-288693	+	JAK2	-288693	+
chr9	77197610	77197610	1	-	hg38	8	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr9-77197610	1	0.9345794392523363	TRUE	VPS13A	+	FALSE	FALSE	0	GNAQ	518662	-	TAL2	-28464845	+
chr9	97369226	97369226	1	-	hg38	19	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chr9-97369226	1	0.9345794392523363	TRUE	LOC100499484-C9ORF174,CCDC180	+,+	FALSE	FALSE	0	XPA	305681	-	TAL2	-8293229	+
chrX	148454943	148454943	1	-	hg38	170	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chrX-148454943	1	0.9345794392523363	FALSE	AFF2	+	FALSE	FALSE	-45674	BGN	-5039944	+	MTCP1	6609089	-
chrX	18808158	18808158	1	-	hg38	1	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chrX-18808158	1	0.9345794392523363	TRUE	PPEF1	+	FALSE	FALSE	-0	EIF1AX	1316358	-	MTCP1	136255874	-
chrX	46173139	46173139	1	-	hg38	5	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chrX-46173139	1	0.9345794392523363	FALSE	LINC01186	-	FALSE	TRUE	152783	MIR222	-426014	-	MTCP1	108890893	-
chrX	99733223	99733223	1	-	hg38	6	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chrX-99733223	1	0.9345794392523363	TRUE	XRCC6P5	-	FALSE	TRUE	0	BTK	1616222	-	MTCP1	55330809	-
chrX	23982238	23982238	1	+	hg38	406	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chrX+23982238	1	0.9345794392523363	FALSE	KLHL15	-	FALSE	FALSE	1476	EIF1AX	-3840389	-	MTCP1	131081794	-
chrX	38444527	38444527	1	+	hg38	95	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chrX+38444527	1	0.9345794392523363	FALSE	OTC	+	FALSE	TRUE	23076	BCOR	1606717	-	MTCP1	116619505	-
chrX	64715664	64715664	1	+	hg38	186	pGSK344	GTSP4247	JLTRG-R5	H48	48	48	chrX+64715664	1	0.9345794392523363	FALSE	ZC4H2	-	FALSE	FALSE	200136	AMER1	-509919	-	MTCP1	90348368	-
chr1	109232010	109232010	1	-	hg38	2206	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr1-109232010	1	1.7857142857142856	TRUE	SARS	+	FALSE	FALSE	-0	PSMA5	167019	-	PBX1	-55327348	+
chr1	145287843	145287843	1	-	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr1-145287843	1	1.7857142857142856	FALSE	NBPF20	-	FALSE	TRUE	2055	PIAS3	560677	-	PBX1	-19271515	+
chr1	25356972	25356972	1	-	hg38	1	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr1-25356972	1	1.7857142857142856	TRUE	TMEM50A	+	FALSE	FALSE	-0	RSRP1	-18717	-	LCK	-6894265	+
chr1	25870848	25870848	1	-	hg38	89	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr1-25870848	1	1.7857142857142856	TRUE	PAQR7	-	TRUE	TRUE	0	CD52	-447070	+	LCK	-6380389	+
chr1	51645714	51645714	1	-	hg38	366	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr1-51645714	1	1.7857142857142856	TRUE	OSBPL9	+	FALSE	FALSE	0	EPS15	-126390	-	STIL	-4331566	-
chr1	73769749	73769749	1	-	hg38	45	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr1-73769749	1	1.7857142857142856	FALSE	LINC02238	+	FALSE	FALSE	31106	ACADM	-1954596	+	STIL	-26455601	-
chr1	92691937	92691937	1	-	hg38	71	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr1-92691937	1	1.7857142857142856	TRUE	EVI5	-	FALSE	TRUE	0	GFI1	-205060	-	STIL	-45377789	-
chr10	88247633	88247633	1	-	hg38	28	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr10-88247633	1	1.7857142857142856	FALSE	RNLS	-	FALSE	TRUE	26229	PTEN	275702	+	TLX1	-12883669	+
chr10	100218135	100218135	1	+	hg38	355	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr10+100218135	1	1.7857142857142856	TRUE	CHUK	-	FALSE	FALSE	0	PAX2	-517572	+	TLX1	-913167	+
chr11	3911610	3911610	1	-	hg38	7	pGSK434	GTSP4248	JLTRG-R5	H48	48	48	chr11-3911610	1	1.7857142857142856	TRUE	STIM1	+	FALSE	FALSE	0	RHOG	-70626	-	NUP98	-113817	-
